,,,,,,EXTINTORES DE PLANTA,,,,,,,,,,,,,,,,
,Orden,LOTE,RESPONSABLE,EDIFICO,UBICACIÓN,TIPO,CLASE,CAP.,VTO DE CARGA,VTO PH,BALIZA,CARTEL EN ALTURA,DEMARCACIÓN DE PISO,NRO INTERNO,NRO FABRICACIÓN,AÑO,MARCA,ESTADO,RESERVA,ORIGEN RESERVA,VENCIMIENTO DE LA RESERVA,EMPRESA DE MANTENIMIENTO
1562,934,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1/ 07,CO2,BC,5 Kg,,,OK,OK,OK,61,855765,2018,Drago,En recarga,1562,E-16,1/11/2021,
1152,935,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1/ 08,CO2,BC,5 Kg,,,OK,OK,OK,62,855763,2018,Drago,En recarga,1152,C-07,10/2020,
4668065,936,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1 / 09,AFFF,AB,10 Lts,,,OK,OK,OK,3,468604,2018,Melisam,En recarga,4668065,G-21,11/2020,
1498,937,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1 / 11,CO2,BC,5 Kg,,,OK,OK,OK,63,855762,2018,Drago,En recarga,1498,E-16,1/11/2020,
1132,938,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1 / 12,CO2,BC,5 Kg,,,OK,OK,OK,64,855756,2018,Drago,En recarga,1132,E-16,1/12/2020,
3664,939,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A1 / 14 ex fundic.,POLVO,ABC,10 Kg,,,OK,OK,OK,116,625286,2018,Melisam,En recarga,3664,B-04,1/5/2021,
1798,940,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A 1/ 15 ex fundic,POLVO,ABC,10 Kg,,,OK,OK,OK,117,625128,2018,Melisam,En recarga,1798,#N/A,#N/A,
1748,941,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A / 02,CO2,BC,5 Kg,,,OK,OK,OK,65,855738,2018,Drago,En recarga,1748,,1/11/2020,
468246,942,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Horno 153 -Box-,AFFF,AB,10 Lts,,,OK,OK,OK,5,468079,2018,Melisam,En recarga,468246,G-21,1/11/2020,
300168,943,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Horno 153 -Box-,AFFF,AB,10 Lts,,,OK,OK,OK,6,468069,2018,Melisam,En recarga,300168,G-21,1/11/2020,
,944,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A/ 06 -Box-,POLVO,ABC,25 Kg,3/2021,3/2024,OK,OK,OK,171,51977,2018,Melisam,En planta,,#N/A,#N/A,
,945,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A/ 06 -Box-,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,141,855888,2018,Drago,En planta,,#N/A,#N/A,
1529,946,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A / 07,CO2,BC,5 Kg,,,OK,OK,OK,66,855744,2018,Drago,En recarga,1529,E-16,1/12/2020,
,947,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sala de Engranofonos,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,142,855867,2018,Drago,En planta,,#N/A,#N/A,
,948,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A / 09,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,140,855871,2018,Drago,En planta,,#N/A,#N/A,
,949,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A / 11,AFFF,AB,10 Lts,3/2021,3/2022,OK,OK,OK,9,468826,2018,Melisam,En planta,,#N/A,#N/A,
,950,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. A / 13,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,139,855863,2018,Drago,En planta,,#N/A,#N/A,
1489,951,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. B / 12,CO2,BC,5 Kg,,,OK,OK,OK,68,856244,2018,Drago,En recarga,1489,E-16,1/12/2020,
1395,952,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. B / 11,CO2,BC,5 Kg,,,OK,OK,OK,67,855704,2018,Drago,En recarga,1395,E-16,1/12/2020,
468029,953,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. B / 08,AFFF,AB,10 Lts,,,OK,OK,OK,8,468323,2018,Melisam,En recarga,468029,G-21,1/11/2020,
468768,954,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. B / 07,AFFF,AB,10 Lts,,,OK,OK,OK,7,468213,2018,Melisam,En recarga,468768,G-21,3/2021,
300374,955,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. B/ 05,AFFF,AB,10 Lts,,,OK,OK,OK,45,468820,2018,Melisam,En recarga,300374,G-21,11/2020,
300474,956,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Col. B/ 03,AFFF,AB,10 Lts,,,OK,OK,OK,4,468421,2018,Melisam,En recarga,300474,G-21,1/11/2020,
4149,957,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,POLVO,ABC,10 Kg,,,OK,OK,OK,121,625242,2018,Melisam,En recarga,4149,B-04,1/5/2021,
300304,958,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,42,468766,2018,Melisam,En recarga,300304,#N/A,#N/A,
300176,959,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,46,468559,2018,Melisam,En recarga,300176,G-21,11/2020,
468085,960,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,40,468758,2018,Melisam,En recarga,468085,G-21,1/11/2020,
300584,961,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,44,468889,2018,Melisam,En recarga,300584,G-21,1/11/2020,
300407,962,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,31,300584,2018,Melisam,En recarga,300407,G-21,11/2020,
51958,963,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,POLVO,ABC,25 Kg,,,OK,OK,OK,173,51889,2018,Melisam,En recarga,51958,K,1/5/2021,
468463,964,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,39,468147,2018,Melisam,En recarga,468463,G-21,1/11/2020,
468095,965,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,AFFF,AB,10 Lts,,,OK,OK,OK,43,468374,2018,Melisam,En recarga,468095,G-21,11/2020,
,966,LOTE 95,Uva M.,Unidad de Tratamientos Térmicos,Sub.Suelo T/Térmico,POLVO,ABC,5 Kg,5/2021,5/2023,OK,OK,OK,155,647983,2018,Melisam,En planta,,#N/A,#N/A,
1757,967,LOTE 95,Uva M.,Unidad de Cajas.,Col. C / 02,CO2,BC,5 Kg,,,OK,OK,OK,71,855725,2018,Drago,En recarga,1757,E-16,1/12/2020,
300134,968,LOTE 95,Uva M.,Unidad de Cajas.,Col. C /  03-04,AFFF,AB,10 Lts,,,OK,OK,OK,11,468191,2018,Melisam,En recarga,300134,G-21,1/11/2020,
300043,969,LOTE 95,Uva M.,Unidad de Cajas.,Col. C / 05,AFFF,AB,10 Lts,,,OK,OK,OK,12,468336,2018,Melisam,En recarga,300043,G-21,11/2020,
886792,970,LOTE 95,Uva M.,Unidad de Cajas.,Col.C / 07,POLVO,ABC,5 Kg,,,OK,OK,OK,151,647923,2018,Melisam,En recarga,886792,C-08,1/6/2021,
1183,971,LOTE 95,Uva M.,Unidad de Cajas.,Cabina. Rod. Fiat,CO2,BC,5 Kg,,,OK,OK,OK,70,855777,2018,Drago,En recarga,1183,E-16,1/6/2021,
1284,972,LOTE 95,Uva M.,Unidad de Cajas.,Cabina. Rod. Fiat,CO2,BC,5 Kg,,,OK,OK,OK,69,855739,2018,Drago,En recarga,1284,E-16,1/6/2021,
,973,LOTE 95,Uva M.,Unidad de Cajas.,Safety Doyo Room,HALON,ABC,5 Kg,12/2020,12/2024,OK,OK,OK,177,61235,2006,Georgia,En planta,,#N/A,#N/A,
673944,974,LOTE 95,Uva M.,Unidad de Cajas.,Safety Doyo Room,POLVO,ABC,5 Kg,,,OK,OK,OK,156,647698,2018,Melisam,En recarga,673944,C-08,1/6/2021,
1305,975,LOTE 95,Uva M.,Unidad de Cajas.,Col. C / 10,CO2,BC,5 Kg,,,OK,OK,OK,72,855709,2018,Drago,En recarga,1305,E-16,1/12/2020,
300103,976,LOTE 95,Uva M.,Unidad de Cajas.,Col. C / 13,AFFF,AB,10 Lts,,,OK,OK,OK,13,468346,2018,Melisam,En recarga,300103,G-21,11/2020,
3509,977,LOTE 95,Uva M.,Unidad de Cajas.,Col. C/ 14,POLVO,ABC,10 Kg,,,OK,OK,OK,111,625324,2018,Melisam,En recarga,3509,B-04,1/3/2021,
664434,978,LOTE 95,Uva M.,Unidad de Cajas.,Col. C/ 14- ex fundic.,POLVO,ABC,10 Kg,,,OK,OK,OK,118,625339,2018,Melisam,En recarga,664434,B-04,1/5/2021,
1788,979,LOTE 95,Uva M.,Unidad de Cajas.,Col. C/ 15 ex fundic.,POLVO,ABC,10 Kg,,,OK,OK,OK,119,625194,2018,Melisam,En recarga,1788,B-04,1/12/2020,
2113,980,LOTE 95,Uva M.,Unidad de Cajas.,Col. D / 13,CO2,BC,5 Kg,,,OK,OK,OK,98,855803,2018,Drago,En recarga,2113,E-16,1/12/2020,
4464,981,LOTE 95,Uva M.,Unidad de Cajas.,Col. D / 14,POLVO,ABC,10 Kg,,,OK,OK,OK,126,676059,2018,Melisam,En recarga,4464,B-04,1/5/2021,
300580,982,LOTE 95,Uva M.,Unidad de Cajas.,Col. D 1 / 14,AFFF,AB,10 Lts,,,OK,OK,OK,46,468346,2018,Melisam,En recarga,300580,G-21,1/11/2020,
300021,983,LOTE 95,Uva M.,Unidad de Cajas.,Col. D / 11,AFFF,AB,10 Lts,,,OK,OK,OK,48,468752,2018,Melisam,En recarga,300021,G-21,11/2020,
2017,984,LOTE 95,Uva M.,Unidad de Cajas.,Cabina S.A.E,CO2,BC,3.5 Kg,,,OK,OK,OK,164,855590,2018,Drago,En recarga,2017,E-15,1/11/2020,
,985,LOTE 95,Uva M.,Unidad de Cajas.,Cabina S.A.E,CO2,BC,3.5 Kg,12/2020,12/2023,OK,OK,OK,163,855685,2018,Drago,En planta,,#N/A,#N/A,
2599,986,LOTE 95,Uva M.,Unidad de Cajas.,Cabina S.A.E,CO2,BC,3.5 Kg,,,OK,OK,OK,165,857018,2018,Drago,En recarga,2599,E-16,7/2021,
300575,987,LOTE 95,Uva M.,Unidad de Cajas.,Col. D / 09,AFFF,AB,10 Lts,,,OK,OK,OK,14,468137,2018,Melisam,En recarga,300575,G-21,11/2020,
300231,988,LOTE 95,Uva M.,Unidad de Cajas.,Col. D / 07,AFFF,AB,10 Lts,,,OK,OK,OK,15,468194,2018,Melisam,En recarga,300231,G-21,11/2020,
300559,989,LOTE 95,Uva M.,Unidad de Cajas.,Col. D /  05,AFFF,AB,10 Lts,,,OK,OK,OK,20,468400,2018,Melisam,En recarga,300559,G-21,11/2020,
300577,990,LOTE 95,Uva M.,Unidad de Cajas.,Col. D. /  02,AFFF,AB,10 Lts,,,OK,OK,OK,10,468311,2018,Melisam,En recarga,300577,G-21,1/11/2020,
468734,991,LOTE 95,Uva M.,Unidad de Cajas.,Col. E /  02,AFFF,AB,10 Lts,,,OK,OK,OK,16,468305,2018,Melisam,En recarga,468734,G-21,11/2020,
300336,992,LOTE 95,Uva M.,Unidad de Cajas.,Col. E /  05,AFFF,AB,10 Lts,,,OK,OK,OK,17,468461,2018,Melisam,En recarga,300336,G-21,11/2020,
300299,993,LOTE 95,Uva M.,Unidad de Cajas.,Col. E / 07,AFFF,AB,10 Lts,,,OK,OK,OK,18,468339,2018,Melisam,En recarga,300299,G-21,1/11/2020,
300267,994,LOTE 95,Uva M.,Unidad de Cajas.,Col. E /  09,AFFF,AB,10 Lts,,,OK,OK,OK,19,468220,2018,Melisam,En recarga,300267,G-21,1/11/2020,
1077,995,LOTE 95,Uva M.,Unidad de Cajas.,Col. E / 10,CO2,BC,5 Kg,,,OK,OK,OK,90,855759,2018,Drago,En recarga,1077,E-16,1/11/2020,
1359,996,LOTE 95,Uva M.,Unidad de Cajas.,Col. E / 11,CO2,BC,5 Kg,,,OK,OK,OK,91,855779,2018,Drago,En recarga,1359,E-16,1/12/2020,
1624,997,LOTE 95,Uva M.,Unidad de Cajas.,Col. E / 13,CO2,BC,5 Kg,,,OK,OK,OK,92,855792,2018,Drago,En recarga,1624,E-16,1/12/2020,
468426,998,LOTE 95,Uva M.,Unidad de Cajas.,Col. E / 14,AFFF,AB,10 Lts,,,OK,OK,OK,35,468770,2018,Melisam,En recarga,468426,G-21,11/2020,
300507,999,LOTE 95,Uva M.,Unidad de Cajas.,Col. F / 12,AFFF,AB,10 Lts,,,OK,OK,OK,24,468131,2018,Melisam,En recarga,300507,G-21,1/11/2020,
1020,1000,LOTE 95,Uva M.,Unidad de Cajas.,Col. F / 10,CO2,BC,5 Kg,,,OK,OK,OK,74,855712,2018,Drago,En recarga,1020,#N/A,#N/A,
2300,1001,LOTE 95,Uva M.,Unidad de Cajas.,Col. F / 08,CO2,BC,5 Kg,,,OK,OK,OK,73,855744,2018,Drago,En recarga,2300,C-07,10/2020,
468723,1002,LOTE 95,Uva M.,Unidad de Cajas.,Col.F / 07,AFFF,AB,10 Lts,,,OK,OK,OK,23,468110,2018,Melisam,En recarga,468723,G-21,1/11/2020,
1297,1003,LOTE 95,Uva M.,Unidad de Cajas.,Col. F /  04,CO2,BC,5 Kg,,,OK,OK,OK,75,855792,2018,Drago,En recarga,1297,E-16,1/12/2020,
1157,1004,LOTE 95,Uva M.,Unidad de Cajas.,Col. F /  02,CO2,BC,5 Kg,,,OK,OK,OK,76,855711,2018,Drago,En recarga,1157,E-16,1/12/2020,
2167,1005,LOTE 95,Uva M.,Unidad de Cajas.,Col. G /  02,POLVO,ABC,10 Kg,,,OK,OK,OK,112,625195,2018,Melisam,En recarga,2167,,1/5/2021,
468105,1006,LOTE 95,Uva M.,Unidad de Cajas.,Col. G /  05,AFFF,AB,10 Lts,,,OK,OK,OK,29,468107,2018,Melisam,En recarga,468105,G-21,1/11/2020,
468066,1007,LOTE 95,Uva M.,Unidad de Cajas.,Col. G /  07,AFFF,AB,10 Lts,,,OK,OK,OK,22,468304,2018,Melisam,En recarga,468066,G-21,1/12/2020,
300183,1008,LOTE 95,Uva M.,Unidad de Cajas.,Col. G /  09,AFFF,AB,10 Lts,,,OK,OK,OK,28,468435,2018,Melisam,En recarga,300183,G-21,1/12/2020,
300154,1009,LOTE 95,Uva M.,Unidad de Cajas.,Col. G / 10,AFFF,AB,10 Lts,,,OK,OK,OK,27,468756,2018,Melisam,En recarga,300154,G-21,1/12/2020,
,1010,LOTE 95,Villareal D.,Unidad de Cajas.,Col. G / 12,AFFF,AB,10 Lts,11/2020,11/2020,OK,OK,OK,26,462279,2018,Melisam,En planta,,#N/A,#N/A,
468151,1011,LOTE 95,Villareal D.,Unidad de Cajas.,Col. G / 13,AFFF,AB,10 Lts,,,OK,OK,OK,25,468798,2018,Melisam,En recarga,468151,,12/2020,
999918,1012,LOTE 95,Villareal D.,Unidad de Cajas.,Col.  G  / 14,POLVO,ABC,10 Kg,,,OK,OK,OK,127,675875,2018,Melisam,En recarga,999918,A-02,6/2021,
1175,1013,LOTE 95,Villareal D.,Unidad de Cajas.,Grupo Electrogeno,CO2,BC,5 Kg,,,OK,OK,OK,130,676648,2018,Drago,En recarga,1175,,12/2020,
,1014,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,134,855878,2018,Drago,En planta,,#N/A,#N/A,
1135,1015,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,5 Kg,,,OK,OK,OK,93,855730,2018,Drago,En recarga,1135,,03/2021,
,1016,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,135,855886,2018,Drago,En planta,,#N/A,#N/A,
,1017,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,136,855559,2018,Drago,En planta,,#N/A,#N/A,
,1018,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,137,855857,2018,Drago,En planta,,#N/A,#N/A,
1184,1019,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,5 Kg,,,OK,OK,OK,94,855772,2018,Drago,En recarga,1184,,03/2021,
,1020,LOTE 95,Villareal D.,Unidad de Cajas.,Sub.Est.Electrica.,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,138,855887,2018,Drago,En planta,,#N/A,#N/A,
1276,1021,LOTE 95,Villareal D.,Unidad de Cajas.,Col.  H  / 14,CO2,BC,5 Kg,,,NOK,OK,OK,96,855747,2018,Drago,En recarga,1276,,03/2021,
1348,1022,LOTE 95,Villareal D.,Unidad de Cajas.,Col.  H  / 12,CO2,BC,5 Kg,,,OK,OK,OK,79,855774,2018,Drago,En recarga,1348,#N/A,#N/A,
566,1023,LOTE 95,Villareal D.,Unidad de Cajas.,Col.  H / 10,AFFF,AB,10 Lts,,,OK,OK,OK,56,468403,2018,Melisam,En recarga,566,C-06,6/2021,
455,1024,LOTE 95,Villareal D.,Unidad de Cajas.,Col.  H /  08,AFFF,AB,10 Lts,,,OK,OK,OK,58,468825,2018,Melisam,En recarga,455,,12/2020,
1751,1025,LOTE 95,Villareal D.,Unidad de Cajas.,Col.  H /  06,CO2,BC,5 Kg,,,OK,OK,OK,78,855793,2018,Drago,En recarga,1751,,03/2021,
,1026,LOTE 95,Villareal D.,Unidad de Cajas.,Col. H  /  04,CO2,BC,5 Kg,12/2020,12/2023,OK,OK,OK,77,855702,2018,Drago,En planta,,#N/A,#N/A,
300583,1027,LOTE 95,Villareal D.,Unidad de Cajas.,Col. H / 02,AFFF,AB,10 Lts,,,OK,OK,OK,21,468171,2018,Melisam,En recarga,300583,,12/2020,
1036,1028,LOTE 95,Villareal D.,Unidad de Cajas.,Col. I  / 02,CO2,BC,5 Kg,,,OK,OK,OK,80,855761,2018,Drago,En recarga,1036,#N/A,#N/A,
1798,1029,LOTE 95,Villareal D.,Unidad de Cajas.,Col. I / 04,CO2,BC,5 Kg,,,OK,OK,OK,81,855770,2018,Drago,En recarga,1798,#N/A,#N/A,
1639,1030,LOTE 95,Villareal D.,Unidad de Cajas.,Col. I /  07,CO2,BC,5 Kg,,,OK,OK,OK,82,855727,2018,Drago,En recarga,1639,#N/A,#N/A,
300302,1031,LOTE 95,Villareal D.,Unidad de Cajas.,Col. I /  09,AFFF,AB,10 Lts,,,OK,OK,OK,33,468045,2018,Melisam,En recarga,300302,,12/2020,
3471,1032,LOTE 95,Villareal D.,Unidad de Cajas.,Col. I / 12,AFFF,AB,10 Lts,,,OK,OK,OK,32,468306,2018,Melisam,En recarga,3471,,12/2020,
300276,1033,LOTE 95,Villareal D.,Unidad de Cajas.,Col. I / 14,AFFF,AB,10 Lts,,,OK,OK,OK,52,468251,2018,Melisam,En recarga,300276,,12/2020,
,1034,LOTE 95,Villareal D.,Unidad de Cajas.,Revisión de maquinas,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,122,657608,2018,Melisam,En planta,,#N/A,#N/A,
,1035,LOTE 95,Villareal D.,Unidad de Cajas.,Revisión de maquinas,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,123,625272,2018,Melisam,En planta,,#N/A,#N/A,
,1036,LOTE 95,Villareal D.,Unidad de Cajas.,Laboratorio F-Q-M,CO2,BC,10 Kg,11/2020,11/2023,OK,OK,OK,133,855893,2018,Drago,En planta,,#N/A,#N/A,
1687,1037,LOTE 95,Villareal D.,Unidad de Cajas.,Laboratorio F-Q-M,CO2,BC,5 Kg,,,OK,OK,OK,83,855707,2018,Drago,En recarga,1687,,03/2021,
1094,1038,LOTE 95,Villareal D.,Unidad de Cajas.,Laboratorio F-Q-M,CO2,BC,5 Kg,,,OK,OK,OK,84,855728,2018,Drago,En recarga,1094,,03/2021,
1191,1039,LOTE 95,Villareal D.,Unidad de Cajas.,Laboratorio F-Q-M,CO2,BC,5 Kg,,,OK,OK,OK,85,855740,2018,Drago,En recarga,1191,,03/2021,
,1040,LOTE 95,Villareal D.,Unidad de Cajas.,Laboratorio F-Q-M,AFFF,AB,10 Lts,11/2020,11/2020,OK,OK,OK,54,468775,2018,Melisam,En planta,,#N/A,#N/A,
2405,1041,LOTE 95,Villareal D.,Unidad de Cajas.,Laboratorio F-Q-M,CO2,BC,3.5 Kg,,,OK,OK,OK,161,855650,2018,Drago,En recarga,2405,E-15,7/2021,
,1042,LOTE 95,Villareal D.,Unidad de Cajas.,Process Center,POLVO,ABC,25 Kg,5/2021,5/2023,OK,OK,OK,172,52159,2018,Melisam,En planta,,#N/A,#N/A,
1095,1043,LOTE 95,Villareal D.,Unidad de Cajas.,Col. J / 13,CO2,BC,5 Kg,,,OK,OK,OK,87,855741,2018,Drago,En recarga,1095,,03/2021,
3804,1044,LOTE 95,Villareal D.,Unidad de Cajas.,Col. J / 10,POLVO,ABC,10 Kg,,,OK,OK,OK,113,625547,2018,Melisam,En recarga,3804,#N/A,#N/A,
555,1045,LOTE 95,Villareal D.,Unidad de Cajas.,Col. J /  08,AFFF,AB,10 Lts,,,OK,NOK,OK,36,468407,2018,Melisam,En recarga,555,H-25,3/2021,
605,1046,LOTE 95,Villareal D.,Unidad de Cajas.,Col. J / 06,AFFF,AB,10 Lts,,,OK,OK,OK,35,468773,2018,melisam,En recarga,605,,12/2020,
3556,1047,LOTE 95,Villareal D.,Unidad de Cajas.,Col. J / 04,AFFF,AB,10 Lts,,,OK,OK,OK,34,468111,2018,melisam,En recarga,3556,,12/2020,
468746,1048,LOTE 95,Villareal D.,Unidad de Cajas.,Col. J / 02,AFFF,AB,10 Lts,,,OK,OK,OK,30,468160,2018,melisam,En recarga,468746,,12/2020,
2345,1049,LOTE 95,Villareal D.,Unidad de Cajas.,Col. K / 02,CO2,BC,3.5 Kg,,,OK,OK,OK,162,855676,2018,Drago,En recarga,2345,,07/2021,
1374,1050,LOTE 95,Villareal D.,Unidad de Cajas.,Col. K / 04,CO2,BC,5 Kg,,,OK,OK,OK,86,855713,2018,Drago,En recarga,1374,C-07,10/2020,
,1051,LOTE 95,Villareal D.,Unidad de Cajas.,Col. K / 07,POLVO,ABC,10 Kg,12/2020,12/2023,OK,OK,OK,124,625127,,Melisam,En planta,,#N/A,#N/A,
3389,1052,LOTE 95,Villareal D.,Unidad de Cajas.,Col. K / 08,AFFF,AB,10 Lts,,,OK,OK,OK,37,468413,2018,Melisam,En recarga,3389,,03/2021,
1713,1053,LOTE 95,Villareal D.,Unidad de Cajas.,Col. K / 11,CO2,BC,5 Kg,,,OK,OK,OK,94,857829,2018,Melisam,En recarga,1713,,12/2020,
2060,1054,LOTE 95,Villareal D.,Unidad de Cajas.,Col. K / 13,POLVO,ABC,10 Kg,,,OK,OK,OK,124,625266,2018,Melisam,En recarga,2060,,03/2021,
1256,1055,LOTE 95,Villareal D.,Unidad de Cajas.,Col. L / 13,CO2,BC,5 Kg,,,OK,OK,OK,88,855721,2018,Drago,En recarga,1256,,03/2021,
1664,1056,LOTE 95,Villareal D.,Unidad de Cajas.,Col. L / 09,POLVO,ABC,10 Kg,,,OK,OK,OK,114,625210,2018,Melisam,En recarga,1664,A-02,3/2021,
300129,1057,LOTE 95,Villareal D.,Unidad de Cajas.,Col. L / 08,AFFF,AB,10 Lts,,,OK,OK,OK,48,300152,2018,Melisam,En recarga,300129,G-21,11/2020,
536,1058,LOTE 95,Villareal D.,Unidad de Cajas.,Col. L / 07,AFFF,AB,10 Lts,,,OK,OK,OK,47,300234,2018,Melisam,En recarga,536,,12/2020,
1442,1059,LOTE 95,Villareal D.,Unidad de Cajas.,Col. L / 04,CO2,BC,5 Kg,,,OK,OK,OK,89,855788,2018,Drago,En recarga,1442,,03/2021,
,1060,LOTE 95,Villareal D.,Unidad de Cajas.,Ex descanso de T/ Térmicos,POLVO,ABC,2.5 Kg,5/2021,5/2022,OK,OK,OK,181,348,2011,Horizonte,En planta,,#N/A,#N/A,
,1061,LOTE 95,Villareal D.,Unidad de Cajas.,Ex-Ofic de C.P.I T/ Térmicos,POLVO,ABC,2.5 Kg,5/2021,5/2022,NOK,NOK,NC,182,905,2011,Horizonte,En planta,,#N/A,#N/A,
575,1062,LOTE 95,Villareal D.,Unidad de Cajas.,Archivo T/ Térmicos,POLVO,ABC,2.5 Kg,,,OK,NOK,NOK,183,642,2011,Horizonte,En recarga,575,H-25,3/2021,
,1063,LOTE 95,Villareal D.,Unidad de Cajas.,Oficina Calidad de FAASA,POLVO,ABC,2.5 Kg,5/2021,5/2022,OK,OK,OK,184,740,2011,Horizonte,En planta,,#N/A,#N/A,
,1064,LOTE 95,Villareal D.,Unidad de Cajas.,Ex Metrologia T/Térmicos,POLVO,ABC,2.5 Kg,3/2021,3/2021,OK,OK,OK,185,254,2011,Horizonte,En planta,,#N/A,#N/A,
,1065,LOTE 95,Villareal D.,Unidad de Cajas.,Ex Metrologia T/Térmicos,POLVO,ABC,2.5 Kg,3/2021,3/2021,OK,OK,OK,186,30,2011,Horizonte,En planta,,#N/A,#N/A,
,1066,LOTE 95,Villareal D.,Unidad de Cajas.,Descanso de Emp. Tramar,POLVO,ABC,2.5 Kg,3/2021,3/2021,OK,OK,OK,187,668,2011,Horizonte,En planta,,#N/A,#N/A,
658,1067,LOTE 95,Villareal D.,Unidad de Cajas.,Oficina de Emp. Mediterranea,POLVO,ABC,2.5 Kg,,,OK,OK,NOK,188,196,2011,Horizonte,En recarga,658,,03/2021,
,1068,LOTE 95,Villareal D.,Unidad de Cajas.,Oficina de RR-HH- T/Térmicos,POLVO,ABC,2.5 Kg,3/2021,3/2021,OK,OK,OK,189,322,2011,Horizonte,En planta,,#N/A,#N/A,
,1069,LOTE 95,Villareal D.,Unidad de Cajas.,Oficina de EHS T/Term.Cajas,POLVO,ABC,2.5 Kg,5/2021,5/2022,OK,OK,OK,190,3268,2011,Horizonte,En planta,,#N/A,#N/A,
,1070,LOTE 95,Villareal D.,Unidad de Cajas.,Oficina de FCA Servicie,POLVO,ABC,2.5 Kg,5/2021,5/2022,OK,OK,OK,191,413,2011,Horizonte,En planta,,#N/A,#N/A,
,1071,LOTE 95,Villareal D.,Unidad de Cajas.,Ex Oficina de ATOS,POLVO,ABC,2.5 Kg,3/2021,3/2021,OK,OK,OK,192,538,2011,Horizonte,En planta,,#N/A,#N/A,
,1072,LOTE 95,Villareal D.,Unidad de Cajas.,Ex Oficina de ATOS,POLVO,ABC,2.5 Kg,3/2021,3/2021,OK,OK,OK,193,611,2011,Horizonte,En planta,,#N/A,#N/A,
